date,price,user_id,how
2018-04-19,9800,5ad8c88f8ea6a005dc3c76b5,apple
2018-04-19,9800,5ad8c88f8ea6a005dc3c76b5,apple
2018-04-19,9800,5ad8c88f8ea6a005dc3c76b5,apple
2018-04-19,9800,5ad8c88f8ea6a005dc3c76b5,apple
2018-04-19,51800,5ad8c88f8ea6a005dc3c76b5,apple
2018-04-19,51800,5ad8c88f8ea6a005dc3c76b5,apple
2018-04-19,51800,5ad8c88f8ea6a005dc3c76b5,apple
2018-04-19,9800,5ad2152f8ea6a005fb2da9cb,apple
2018-04-19,9800,5ad2152f8ea6a005fb2da9cb,apple
2018-04-19,9800,5ad2152f8ea6a005fb2da9cb,apple
2018-04-19,9800,5ad2152f8ea6a005fb2da9cb,apple
2018-04-19,9800,5ad2152f8ea6a005fb2da9cb,apple
2018-04-19,9800,5ad2152f8ea6a005fb2da9cb,apple
2018-04-19,9800,5ad2152f8ea6a005fb2da9cb,apple
2018-04-19,9800,5ad2152f8ea6a005fb2da9cb,apple
2018-04-19,9800,5ad2152f8ea6a005fb2da9cb,apple
2018-04-19,51800,5ad2152f8ea6a005fb2da9cb,apple
2018-04-19,9800,5ad2152f8ea6a005fb2da9cb,apple
2018-04-19,9800,5ad2152f8ea6a005fb2da9cb,apple
2018-04-19,9800,5ad2152f8ea6a005fb2da9cb,apple
2018-04-19,9800,5ad2152f8ea6a005fb2da9cb,apple
2018-04-19,9800,5ad2152f8ea6a005fb2da9cb,apple
2018-04-19,9800,5ad2152f8ea6a005fb2da9cb,apple
2018-04-19,51800,5ad2152f8ea6a005fb2da9cb,apple
2018-04-19,9800,5ad2152f8ea6a005fb2da9cb,apple
2018-04-19,9800,5ad2152f8ea6a005fb2da9cb,apple
2018-04-19,9800,5ad2152f8ea6a005fb2da9cb,apple
2018-04-19,9800,5ad2152f8ea6a005fb2da9cb,apple
2018-04-19,3000,5ac30aea8ea6a005d208b016,android
2018-04-19,3000,5ad8d8e48ea6a005dc3c859c,android
2018-04-19,600,5ac2e3e48ea6a005d2088ce6,android
2018-04-19,3000,5ac30aea8ea6a005d208b016,android
2018-04-19,3000,5ac30aea8ea6a005d208b016,android
2018-04-19,10000,5ad8d8e48ea6a005dc3c859c,android
2018-04-19,10000,5ad1bdb98ea6a005fb2d427d,android
2018-04-19,100000,5accc7e08ea6a005fb288b67,android
2018-04-19,600,5acacbcf8ea6a005fb2667a8,android
2018-04-19,600,5acbe4c28ea6a005fb2793e5,android
2018-04-19,600,5ad04d038ea6a005fb2bcba5,android
2018-04-19,3000,5ac430138ea6a005d209975a,android
2018-04-19,100000,5ac4d85f8ea6a005d20a587a,android
2018-04-19,100000,5ac4fe478ea6a005d20a804e,android
2018-04-19,100000,5ac4fe478ea6a005d20a804e,android
2018-04-19,100000,5ac4fe478ea6a005d20a804e,android
2018-04-19,100000,5ac4fe478ea6a005d20a804e,android
2018-04-19,100000,5ac4fe478ea6a005d20a804e,android
2018-04-19,100000,5ac4fe478ea6a005d20a804e,android
2018-04-19,100000,5ac4fe478ea6a005d20a804e,android
2018-04-19,100000,5ac4fe478ea6a005d20a804e,android
2018-04-19,100000,5ac4fe478ea6a005d20a804e,android
2018-04-19,100000,5ac4fe478ea6a005d20a804e,android
2018-04-19,100000,5ac4fe478ea6a005d20a804e,android
2018-04-19,100000,5ac4fe478ea6a005d20a804e,android
2018-04-19,100000,5ac4fe478ea6a005d20a804e,android
2018-04-19,100000,5ac4fe478ea6a005d20a804e,android
2018-04-19,100000,5ac4fe478ea6a005d20a804e,android
2018-04-19,100000,5ac4d85f8ea6a005d20a587a,android
2018-04-19,100000,5ac4d85f8ea6a005d20a587a,android
2018-04-19,600,5ad7eeaf8ea6a005dc3b5790,android
2018-04-19,100000,5ac4d85f8ea6a005d20a587a,android
2018-04-19,600,5ab911468ea6a06934480509,android
2018-04-19,100000,5accc7e08ea6a005fb288b67,android
2018-04-19,100000,5ac4d85f8ea6a005d20a587a,android
2018-04-19,100000,5accc7e08ea6a005fb288b67,android
2018-04-19,10000,5ac951398ea6a005fb24d99d,android
2018-04-19,600,5abb9bca8ea6a041bb26baf1,android
2018-04-19,10000,5ad235518ea6a005fb2dd168,android
2018-04-19,10000,5ad235518ea6a005fb2dd168,android
2018-04-19,3000,5ad704cd8ea6a005dc3a709d,android
2018-04-19,10000,5ad235518ea6a005fb2dd168,android
2018-04-19,10000,5ad235518ea6a005fb2dd168,android
2018-04-19,600,5ac27ee78ea6a005d2087b60,android
2018-04-19,50000,5accc7e08ea6a005fb288b67,android
2018-04-19,600,5ac430138ea6a005d209975a,android
2018-04-19,600,5accad5b8ea6a005fb2854c0,android
2018-04-19,600,5accad5b8ea6a005fb2854c0,android
2018-04-19,600,5abe56c98ea6a041bb280ba9,android
2018-04-19,600,5abe56c98ea6a041bb280ba9,android
2018-04-19,600,5ac430138ea6a005d209975a,android
2018-04-19,50000,5ad235518ea6a005fb2dd168,android
2018-04-19,600,5ac1cd408ea6a005d207c4da,android
2018-04-19,600,5ac494e18ea6a005d209f973,android
2018-04-19,3000,5ac430138ea6a005d209975a,android
2018-04-19,600,5ac1aeec8ea6a005d207a24e,android
2018-04-19,600,5ac494e18ea6a005d209f973,android
2018-04-19,600,5accad5b8ea6a005fb2854c0,android
2018-04-19,600,5ac494e18ea6a005d209f973,android
2018-04-19,3000,5ac430138ea6a005d209975a,android
2018-04-19,600,5ad8df708ea6a005dc3c8b40,android
2018-04-19,100000,5ad0d6378ea6a005fb2c830c,android
2018-04-19,600,5ad8df708ea6a005dc3c8b40,android
2018-04-19,600,5ac494e18ea6a005d209f973,android
2018-04-19,3000,5ad78d128ea6a005dc3b2e68,android
2018-04-19,600,5aa8fd7e8ea6a005e5bffc33,android
2018-04-19,10000,5aca20d38ea6a005fb25ecee,android
2018-04-19,10000,5aca20d38ea6a005fb25ecee,android
2018-04-19,3000,5ac430138ea6a005d209975a,android
2018-04-19,10000,5aca20d38ea6a005fb25ecee,android
2018-04-19,10000,5aca20d38ea6a005fb25ecee,android
2018-04-19,600,5accce4b8ea6a005fb289467,android
2018-04-19,10000,5ad0d6378ea6a005fb2c830c,android
2018-04-19,10000,5ad235518ea6a005fb2dd168,android
2018-04-19,3000,5abe56c98ea6a041bb280ba9,android
2018-04-19,600,5ad35e598ea6a005fb2ed3a9,android
2018-04-19,600,5accce4b8ea6a005fb289467,android
2018-04-19,10000,5ad235518ea6a005fb2dd168,android
2018-04-19,600,5ac2349b8ea6a005d20842d6,android
2018-04-19,600,5ac2349b8ea6a005d20842d6,android
2018-04-19,3000,5ace36d18ea6a005fb29f1b4,android
2018-04-19,600,5ac2349b8ea6a005d20842d6,android
2018-04-19,600,5ad35e598ea6a005fb2ed3a9,android
2018-04-19,600,5accce4b8ea6a005fb289467,android
2018-04-19,3000,5ace36d18ea6a005fb29f1b4,android
2018-04-19,600,5ac2349b8ea6a005d20842d6,android
2018-04-19,600,5ac2349b8ea6a005d20842d6,android
2018-04-19,3000,5ace36d18ea6a005fb29f1b4,android
2018-04-19,100000,5aca20d38ea6a005fb25ecee,android
2018-04-19,100000,5aca20d38ea6a005fb25ecee,android
2018-04-19,100000,5aca20d38ea6a005fb25ecee,android
2018-04-19,100000,5aca20d38ea6a005fb25ecee,android
2018-04-19,100000,5aca20d38ea6a005fb25ecee,android
2018-04-19,100000,5aca20d38ea6a005fb25ecee,android
2018-04-19,100000,5aca20d38ea6a005fb25ecee,android
2018-04-19,100000,5aca20d38ea6a005fb25ecee,android
2018-04-19,100000,5aca20d38ea6a005fb25ecee,android
2018-04-19,100000,5aca20d38ea6a005fb25ecee,android
2018-04-19,600,5ad5a3b88ea6a005fb30f13a,android
2018-04-19,3000,5ace36d18ea6a005fb29f1b4,android
2018-04-19,600,5ac9e4f38ea6a005fb257d2f,android
2018-04-19,10000,5ac846548ea6a005fb23a363,android
2018-04-19,10000,5ac846548ea6a005fb23a363,android
2018-04-19,10000,5ac846548ea6a005fb23a363,android
2018-04-19,10000,5ac846548ea6a005fb23a363,android
2018-04-19,50000,5ac846548ea6a005fb23a363,android
2018-04-19,10000,5ac846548ea6a005fb23a363,android
2018-04-19,600,5acf107a8ea6a005fb2a948c,android
2018-04-19,10000,5ac846548ea6a005fb23a363,android
2018-04-19,100000,5ac846548ea6a005fb23a363,android
2018-04-19,10000,5ac846548ea6a005fb23a363,android
2018-04-19,600,5ad41fa58ea6a005fb2f6cb9,android
2018-04-19,600,5ad41fa58ea6a005fb2f6cb9,android
2018-04-19,600,5ad41fa58ea6a005fb2f6cb9,android
2018-04-19,100000,5ac846548ea6a005fb23a363,android
2018-04-19,600,5ad41fa58ea6a005fb2f6cb9,android
2018-04-19,600,5acdbd078ea6a005fb294430,android
2018-04-19,600,5ad19a858ea6a005fb2d1dec,android
2018-04-19,50000,5accc7e08ea6a005fb288b67,android
2018-04-19,600,5ad41fa58ea6a005fb2f6cb9,android
2018-04-19,50000,5accc7e08ea6a005fb288b67,android
2018-04-19,600,5ad89e838ea6a005dc3c2f0a,android
2018-04-19,3000,5ac34efd8ea6a005d2090201,android
2018-04-19,600,5ad41fa58ea6a005fb2f6cb9,android
2018-04-19,100000,5accc7e08ea6a005fb288b67,android
2018-04-19,50000,5aca2f198ea6a005fb2602e5,android
2018-04-19,100000,5aca2f198ea6a005fb2602e5,android
2018-04-19,3000,5ac34efd8ea6a005d2090201,android
2018-04-19,50000,5aca2f198ea6a005fb2602e5,android
2018-04-19,50000,5aca2f198ea6a005fb2602e5,android
2018-04-19,3000,5accce4b8ea6a005fb289467,android
2018-04-19,600,5acd9af48ea6a005fb291509,android
2018-04-19,50000,5aca2f198ea6a005fb2602e5,android
2018-04-19,50000,5aca2f198ea6a005fb2602e5,android
2018-04-19,600,5ac0c4a88ea6a005d207150c,android
2018-04-19,600,5ac999718ea6a005fb251289,android
2018-04-19,600,5ac999718ea6a005fb251289,android
2018-04-19,50000,5accc7e08ea6a005fb288b67,android
2018-04-19,600,5ac8cf1d8ea6a005fb246f32,android
2018-04-19,600,5ac1c8ff8ea6a005d207bedb,android
2018-04-19,50000,5abf8aeb8ea6a005d2063c4b,android
2018-04-19,600,5ac6276c8ea6a005d20b5e3b,android
2018-04-19,600,5abb9bca8ea6a041bb26baf1,android
2018-04-19,50000,5ad711688ea6a005dc3a8115,android
2018-04-19,50000,5abf8aeb8ea6a005d2063c4b,android
2018-04-19,600,5accad5b8ea6a005fb2854c0,android
2018-04-19,600,5ac4cf9d8ea6a005d20a4c34,android
2018-04-19,600,5ac8b6778ea6a005fb244280,android
2018-04-19,600,5ac8b6778ea6a005fb244280,android
2018-04-19,50000,5abf8aeb8ea6a005d2063c4b,android
