,pay_date,price,user_id,source
265,2018-01-20,30.0,5a62d31b8ea6a005dba34e42,third
266,2018-01-20,6.0,5a5d8fd88ea6a005db93655d,third
267,2018-01-20,100.0,5a61c0568ea6a005dba029e7,third
268,2018-01-20,100.0,5a61c0568ea6a005dba029e7,third
269,2018-01-20,6.0,5a62d31b8ea6a005dba34e42,third
270,2018-01-20,100.0,5a62e4d48ea6a005dba37221,third
271,2018-01-20,100.0,5a61c0568ea6a005dba029e7,third
272,2018-01-20,30.0,5a62ebac8ea6a005dba37e94,third
273,2018-01-20,6.0,5a5994e38ea6a005db858f1d,third
274,2018-01-20,30.0,5a5d8fd88ea6a005db93655d,third
275,2018-01-20,6.0,5a5b578f8ea6a005db8b38b7,third
276,2018-01-20,6.0,5a6363788ea6a005dba45fa3,third
277,2018-01-20,6.0,5a6363788ea6a005dba45fa3,third
278,2018-01-20,6.0,5a6363788ea6a005dba45fa3,third
279,2018-01-20,30.0,5a5d8fd88ea6a005db93655d,third
280,2018-01-20,30.0,5a5d8fd88ea6a005db93655d,third
281,2018-01-21,6.0,5a641be18ea6a005dba74a7c,third
282,2018-01-21,6.0,5a641dd68ea6a005dba74ef3,third
283,2018-01-21,6.0,5a6055ea8ea6a005db9bb3a9,third
284,2018-01-21,100.0,5a619a2e8ea6a005db9fe8e1,third
285,2018-01-21,6.0,5a6055ea8ea6a005db9bb3a9,third
286,2018-01-21,6.0,5a641dd68ea6a005dba74ef3,third
287,2018-01-21,6.0,5a6425908ea6a005dba76113,third
288,2018-01-21,6.0,5a6363788ea6a005dba45fa3,third
289,2018-01-21,6.0,5a6314838ea6a005dba3b856,third
290,2018-01-21,6.0,5a6433c38ea6a005dba7839c,third
291,2018-01-21,30.0,5a45e3171d41c80fbda4b639,third
292,2018-01-21,6.0,5a6444f58ea6a005dba7a576,third
293,2018-01-21,6.0,5a62d1518ea6a005dba349af,third
294,2018-01-21,30.0,5a58e1668ea6a005db82b096,third
295,2018-01-21,30.0,5a60a1bc8ea6a005db9c4c94,third
296,2018-01-21,30.0,5a6466fe8ea6a005dba7e721,third
297,2018-01-21,6.0,5a4ccd291d41c80fbdc716cb,third
298,2018-01-21,30.0,5a5d8fd88ea6a005db93655d,third
